i_iter,reward,result
1,1433.48,9_17_11_14_24_29_11_24_16_15_17_7_25_28_12_3_19_28_26_11_0_26_23_1_22_15_18_2_27_20
2,1433.48,9_17_11_14_24_29_11_24_16_15_17_7_25_28_12_3_19_28_26_11_0_26_23_1_22_15_18_2_27_20
3,1433.48,9_17_11_14_24_29_11_24_16_15_17_7_25_28_12_3_19_28_26_11_0_26_23_1_22_15_18_2_27_20
4,1434.16,2_3_29_20_17_16_28_13_9_0_18_3_6_26_24_11_28_4_24_14_0_7_22_12_23_27_11_7_29_13
5,1434.16,2_3_29_20_17_16_28_13_9_0_18_3_6_26_24_11_28_4_24_14_0_7_22_12_23_27_11_7_29_13
6,1434.16,2_3_29_20_17_16_28_13_9_0_18_3_6_26_24_11_28_4_24_14_0_7_22_12_23_27_11_7_29_13
7,1509.53,28_2_23_25_4_13_20_15_22_13_24_29_16_7_12_9_17_8_3_27_0_11_27_14_24_27_6_26_18_14
8,1509.53,28_2_23_25_4_13_20_15_22_13_24_29_16_7_12_9_17_8_3_27_0_11_27_14_24_27_6_26_18_14
9,1522.63,9_12_28_23_4_13_11_3_15_8_24_22_16_2_7_1_15_3_20_11_0_9_27_14_2_22_17_6_26_18
10,1522.63,9_12_28_23_4_13_11_3_15_8_24_22_16_2_7_1_15_3_20_11_0_9_27_14_2_22_17_6_26_18
11,1522.63,9_12_28_23_4_13_11_3_15_8_24_22_16_2_7_1_15_3_20_11_0_9_27_14_2_22_17_6_26_18
12,1522.63,9_12_28_23_4_13_11_3_15_8_24_22_16_2_7_1_15_3_20_11_0_9_27_14_2_22_17_6_26_18
13,1522.63,9_12_28_23_4_13_11_3_15_8_24_22_16_2_7_1_15_3_20_11_0_9_27_14_2_22_17_6_26_18
14,1549.49,15_12_28_23_4_13_11_3_15_8_24_22_16_2_7_1_5_3_20_11_0_9_27_14_19_22_17_6_26_18
15,1549.49,15_12_28_23_4_13_11_3_15_8_24_22_16_2_7_1_5_3_20_11_0_9_27_14_19_22_17_6_26_18
16,1549.49,15_12_28_23_4_13_11_3_15_8_24_22_16_2_7_1_5_3_20_11_0_9_27_14_19_22_17_6_26_18
17,1569.13,5_2_23_11_4_13_3_20_15_8_24_5_16_17_12_1_25_7_18_20_0_9_6_14_19_22_20_28_21_29
18,1569.13,5_2_23_11_4_13_3_20_15_8_24_5_16_17_12_1_25_7_18_20_0_9_6_14_19_22_20_28_21_29
19,1579.82,5_2_23_11_4_13_3_20_15_8_24_5_16_17_12_1_25_7_18_6_0_9_6_14_19_22_20_28_21_29
20,1579.82,5_2_23_11_4_13_3_20_15_8_24_5_16_17_12_1_25_7_18_6_0_9_6_14_19_22_20_28_21_29
21,1579.82,5_2_23_11_4_13_3_20_15_8_24_5_16_17_12_1_25_7_18_6_0_9_6_14_19_22_20_28_21_29
22,1603.44,3_2_6_11_4_13_3_27_15_8_24_29_16_20_12_1_26_7_17_16_0_9_6_14_19_22_18_28_5_23
23,1603.44,3_2_6_11_4_13_3_27_15_8_24_29_16_20_12_1_26_7_17_16_0_9_6_14_19_22_18_28_5_23
24,1603.44,3_2_6_11_4_13_3_27_15_8_24_29_16_20_12_1_26_7_17_16_0_9_6_14_19_22_18_28_5_23
25,1616.58,20_2_23_11_4_13_3_12_15_8_24_18_16_17_12_1_26_7_7_10_0_9_6_14_19_22_20_28_21_29
26,1616.58,20_2_23_11_4_13_3_12_15_8_24_18_16_17_12_1_26_7_7_10_0_9_6_14_19_22_20_28_21_29
27,1616.58,20_2_23_11_4_13_3_12_15_8_24_18_16_17_12_1_26_7_7_10_0_9_6_14_19_22_20_28_21_29
28,1616.58,20_2_23_11_4_13_3_12_15_8_24_18_16_17_12_1_26_7_7_10_0_9_6_14_19_22_20_28_21_29
29,1616.58,20_2_23_11_4_13_3_12_15_8_24_18_16_17_12_1_26_7_7_10_0_9_6_14_19_22_20_28_21_29
30,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
31,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
32,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
33,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
34,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
35,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
36,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
37,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
38,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
39,1642.08,23_2_27_11_4_13_3_12_15_8_24_18_16_17_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
40,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
41,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
42,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
43,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
44,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
45,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
46,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
47,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
48,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
49,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
50,1650.38,23_2_27_11_4_13_3_12_15_17_24_18_16_8_12_1_7_7_6_10_0_9_6_14_19_22_20_28_21_29
51,1666.96,5_2_18_21_4_13_3_23_15_8_24_18_16_29_12_1_27_7_20_17_0_9_28_14_19_22_26_6_11_11
52,1666.96,5_2_18_21_4_13_3_23_15_8_24_18_16_29_12_1_27_7_20_17_0_9_28_14_19_22_26_6_11_11
53,1669.92,5_2_18_21_4_13_3_23_15_8_24_3_16_29_12_1_27_7_20_17_0_9_28_14_19_22_26_6_11_11
54,1669.92,5_2_18_21_4_13_3_23_15_8_24_3_16_29_12_1_27_7_20_17_0_9_28_14_19_22_26_6_11_11
55,1671.79,5_2_18_9_4_13_3_23_15_8_24_18_16_29_12_1_27_7_20_17_0_9_6_14_21_22_26_28_19_11
56,1671.79,5_2_18_9_4_13_3_23_15_8_24_18_16_29_12_1_27_7_20_17_0_9_6_14_21_22_26_28_19_11
57,1671.79,5_2_18_9_4_13_3_23_15_8_24_18_16_29_12_1_27_7_20_17_0_9_6_14_21_22_26_28_19_11
58,1687.12,23_2_27_11_4_13_3_4_15_8_24_18_16_17_12_1_28_7_28_10_0_9_6_14_19_22_20_26_21_29
59,1687.12,23_2_27_11_4_13_3_4_15_8_24_18_16_17_12_1_28_7_28_10_0_9_6_14_19_22_20_26_21_29
